session_id;id;base_name;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;resp_min_exp;resp_calidad_exp;resp_razon_exp;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192;SIN_CROTAL;BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192;2026-06-05;10:45:06;configurations;toma con tabla personalizada de configuraciones;CONFIG 01 - B1F_AVG1_ADC8192;STOP_BLOQUE_MANUAL;30.0;1147;25.171;39.89;100.0;99.7;100.0;170.9;6.4;dudosa;68.4;1.17411;11.9;65;"experimental: pico lento 11.9 resp/min; dominancia=1.41; banda=0.92; ciclos~5.0";30.56;30.92;2276;0.0287;0.0337;5.8;0.0;contacto débil / baja perfusión;confirmada;76;;;raw_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv;proc_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv;plot_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.png;;summary_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.json;sensor_config_20260605_104501.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv
BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384;SIN_CROTAL;BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384;2026-06-05;10:45:06;configurations;toma con tabla personalizada de configuraciones;CONFIG 10 - B7F_AVG1_ADC16384;STOP_BLOQUE_MANUAL;30.0;12;;;;;;;0.0;sin datos;;;;0;;30.69;30.68;2267;;;;;-;confirmada;;;;raw_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv;proc_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv;plot_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.png;;summary_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.json;sensor_config_20260605_104501.json;[];bpm_blocks_10s_BLOQUE_16CFG_SIN_CROTAL_20260605_104429_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv
BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192;184;BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;CONFIG 01 - B1F_AVG1_ADC8192;BLOQUE_COMPLETADO;30.0;1147;26.728;39.62;51.6;125.1;51.6;;18.1;dudosa;42.1;1.47043;11.2;68;"experimental: pico lento 11.2 resp/min; dominancia=1.45; banda=0.96; ciclos~5.0";30.90;31.21;2287;0.0193;0.0284;0.7;0.0;contacto débil / baja perfusión;confirmada;80;92;;raw_BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG001_CONFIG_01_-_B1F_AVG1_ADC8192.csv
BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384;184;BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;CONFIG 10 - B7F_AVG1_ADC16384;BLOQUE_COMPLETADO;30.0;1146;26.699;39.89;47.2;120.9;47.2;184.1;18.4;dudosa;84.4;0.92503;6.7;53;"experimental: pico lento 6.7 resp/min; dominancia=1.13; banda=0.83; ciclos~3.0";31.29;31.08;2282;0.0453;0.0419;0.0;0.0;contacto débil / baja perfusión;confirmada;92;89;;raw_BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG002_CONFIG_10_-_B7F_AVG1_ADC16384.csv
BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192;184;BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;CONFIG 03 - B1F_AVG4_ADC8192;BLOQUE_COMPLETADO;30.0;249;22.867;9.97;52.4;85.7;52.4;171.4;22.8;dudosa;79.8;1.00586;7.9;53;"experimental: pico lento 7.9 resp/min; dominancia=1.02; banda=0.92; ciclos~3.0";31.67;31.45;2296;0.0254;0.0255;0.0;0.0;contacto débil / baja perfusión;confirmada;89;71;;raw_BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG003_CONFIG_03_-_B1F_AVG4_ADC8192.csv
BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384;184;BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;3M 05 - RED63_IR159_AVG2_ADC16384;BLOQUE_COMPLETADO;30.0;548;25.416;19.95;171.4;104.5;47.2;171.4;23.0;dudosa;39.0;1.50000;11.8;66;"experimental: pico lento 11.8 resp/min; dominancia=1.14; banda=0.98; ciclos~5.0";31.71;31.93;2314;0.0166;0.0250;0.0;0.0;contacto débil / baja perfusión;confirmada;71;73;80;raw_BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG004_3M_05_-_RED63_IR159_AVG2_ADC16384.csv
BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384;184;BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;3M 12 - RED159_IR159_AVG2_ADC16384;BLOQUE_COMPLETADO;30.0;548;25.418;19.67;51.9;135.0;51.9;171.4;16.5;dudosa;79.0;1.01821;9.4;65;"experimental: pico lento 9.4 resp/min; dominancia=1.94; banda=0.93; ciclos~4.0";31.91;31.99;2316;0.0168;0.0171;1.4;0.0;contacto débil / baja perfusión;confirmada;73;72;84;raw_BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG005_3M_12_-_RED159_IR159_AVG2_ADC16384.csv
BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384;184;BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384;2026-06-05;11:00:39;configurations;EN LA TETA DERECHA;3M 09 - RED159_IR159_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;249;17.133;9.98;70.0;150.0;70.0;171.4;0.0;dudosa;72.4;1.11913;;0;respiracion experimental no estimable: toma menor de 20 s;32.12;32.53;2336;0.0127;0.0142;24.9;0.0;contacto débil / baja perfusión;confirmada;72;70;76;raw_BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG006_3M_09_-_RED159_IR159_AVG4_ADC16384.csv
BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192;184;BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192;2026-06-05;11:00:40;configurations;EN LA TETA DERECHA;CONFIG 13 - B5F_AVG1_ADC8192;BLOQUE_COMPLETADO;30.0;1147;26.731;39.88;47.1;132.9;47.1;184.1;19.7;dudosa;71.0;1.13904;9.0;65;"experimental: pico lento 9.0 resp/min; dominancia=1.47; banda=0.99; ciclos~4.0";32.24;31.83;2310;0.0146;0.0166;0.0;0.0;contacto débil / baja perfusión;confirmada;70;84;89;raw_BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG007_CONFIG_13_-_B5F_AVG1_ADC8192.csv
BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384;184;BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384;2026-06-05;11:00:40;configurations;EN LA TETA DERECHA;CONFIG 02 - B1F_AVG1_ADC16384;BLOQUE_COMPLETADO;30.0;1147;26.728;39.88;47.1;119.7;47.1;170.9;19.8;dudosa;30.2;1.58124;6.7;55;"experimental: pico lento 6.7 resp/min; dominancia=1.20; banda=0.87; ciclos~3.0";32.35;31.80;2309;0.0243;0.0384;0.0;0.0;contacto débil / baja perfusión;confirmada;84;72;70;raw_BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384.csv;proc_BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384.csv;plot_BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384.png;;summary_BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384.json;sensor_config_20260605_105943.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_184_20260605_104620_CFG008_CONFIG_02_-_B1F_AVG1_ADC16384.csv
