id;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
SIN_CROTAL;2026-06-01;12:10:05;scheduled;toma con tabla personalizada de configuraciones;CONFIG 03 - B1F_AVG4_ADC8192;STOP_BLOQUE_MANUAL;960.0;4766;127.563;37.03;68.2;68.2;52.1;183.7;0.0;dudosa;98.8;0.49885;10.86;8.91;1398;0.2378;0.1186;49.6;49.4;contacto útil;confirmada;67;;;raw_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.csv;proc_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.csv;plot_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.png;screen_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.png;summary_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.json;sensor_config_20260601_120950.json;[NaN, NaN, NaN, NaN, NaN, NaN, 65.66098726452195, NaN, NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_SIN_CROTAL_20260601_120750.csv
dedo_sin_vacio;2026-06-01;12:22:19;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16;BLOQUE_COMPLETADO;480.0;11845;474.780;24.86;176.6;64.2;47.0;176.6;37.6;dudosa;80.4;0.99492;9.90;6.89;1318;5.8770;5.8471;5.3;2.9;contacto útil;confirmada;62;;;raw_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.csv;proc_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.csv;plot_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.png;screen_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.png;summary_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.json;sensor_config_20260601_122145.json;[NaN, NaN, NaN, 65.79837221262702, 59.33650534089003, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 66.69683410141232, NaN, 67.62814389177515, 63.44677601887954, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 71.16277457255855, NaN, NaN, NaN, 63.488055014072586, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 63.15972393397009, NaN, NaN, 63.076801900102645, NaN, NaN, NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_dedo_sin_vacio_20260601_121415.csv
