id;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
SIN_CROTAL;2026-05-29;15:26:36;normal;;manual;DURACION_COMPLETADA_PYTHON;20.0;663;15.590;39.90;108.8;108.8;46.2;184.1;2.9;dudosa;66.5;1.19794;24.84;25.32;2060;0.0295;0.0353;0.0;0.0;contacto débil / baja perfusión;confirmada;;69;;raw_SIN_CROTAL_20260529_152549.csv;proc_SIN_CROTAL_20260529_152549.csv;plot_SIN_CROTAL_20260529_152549.png;screen_SIN_CROTAL_20260529_152549.png;summary_SIN_CROTAL_20260529_152549.json;config_SIN_CROTAL_20260529_152549_20260529_152552.json;[NaN, NaN];bpm_blocks_10s_SIN_CROTAL_20260529_152549.csv
SIN_CROTAL;2026-05-29;15:27:30;normal;;manual;DURACION_COMPLETADA_PYTHON;20.0;789;18.751;39.89;53.6;55.7;51.2;184.1;26.2;dudosa;80.0;1.00255;24.97;25.22;2056;0.0628;0.0630;0.0;0.0;contacto débil / baja perfusión;confirmada;;74;;raw_SIN_CROTAL_20260529_152705.csv;proc_SIN_CROTAL_20260529_152705.csv;plot_SIN_CROTAL_20260529_152705.png;screen_SIN_CROTAL_20260529_152705.png;summary_SIN_CROTAL_20260529_152705.json;config_SIN_CROTAL_20260529_152705_20260529_152705.json;[NaN, NaN];bpm_blocks_10s_SIN_CROTAL_20260529_152705.csv
