id;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
SIN_CROTAL;2026-06-01;13:28:38;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;BLOQUE_COMPLETADO;480.0;11773;474.007;24.75;85.3;85.3;47.0;181.2;18.1;dudosa;80.6;0.99179;33.37;33.43;2369;5.7934;5.7458;2.4;1.1;contacto útil;confirmada;;;;raw_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.csv;proc_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.csv;plot_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.png;screen_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.png;summary_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.json;sensor_config_20260601_132803.json;[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 89.65271020907677, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_SIN_CROTAL_20260601_132033.csv
SIN_CROTAL;2026-06-01;13:38:07;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;BLOQUE_COMPLETADO;480.0;11741;473.289;24.72;178.2;95.5;46.5;178.2;32.1;dudosa;81.3;0.98057;35.71;36.84;2491;5.8953;5.7808;3.9;1.7;contacto útil;confirmada;;;;raw_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.csv;proc_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.csv;plot_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.png;screen_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.png;summary_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.json;sensor_config_20260601_133733.json;[NaN, NaN, NaN, 125.99258998957414, 149.60643233816452, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_16CFG_SIN_CROTAL_20260601_133003.csv
