id;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
SIN_CROTAL;2026-06-01;11:16:36;normal;;manual;STOP_MANUAL;20.0;109;2.697;40.04;;;;;3.2;BPM no fiable;99.9;0.31984;10.46;10.99;1481;0.2665;0.0853;0.0;0.0;señal muy baja;confirmada;;;;raw_SIN_CROTAL_20260601_111632.csv;proc_SIN_CROTAL_20260601_111632.csv;plot_SIN_CROTAL_20260601_111632.png;screen_SIN_CROTAL_20260601_111632.png;summary_SIN_CROTAL_20260601_111632.json;config_SIN_CROTAL_20260601_111632_20260601_111632.json;[NaN];bpm_blocks_10s_SIN_CROTAL_20260601_111632.csv
