session_id;id;base_name;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;resp_min_exp;resp_calidad_exp;resp_razon_exp;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;2026-06-09;12:18:29;configurations;toma con tabla personalizada de configuraciones;CONFIG 01 - B7F_AVG4_ADC16384;STOP_BLOQUE_MANUAL;321.4;4636;75.474;35.15;67.7;69.7;65.0;67.2;17.4;dudosa;99.6;0.42769;9.0;85;"experimental: pico lento 9.0 resp/min; dominancia=1.21; banda=0.91; ciclos~10.0";30.95;30.86;2274;0.0648;0.0277;41.7;13.8;contacto débil / baja perfusión;confirmada;70;;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.json;config_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_20260609_121629.json;[NaN, NaN, NaN, NaN, NaN, NaN, 69.97658164831428, NaN, NaN, 64.40056922248705, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;2026-06-09;12:22:55;configurations;toma con tabla personalizada de configuraciones;CONFIG 01 - B7F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1143;26.712;38.41;72.0;72.0;71.9;183.1;68.1;aceptable;98.6;0.51005;6.7;34;"experimental: pico lento 6.7 resp/min; dominancia=1.58; banda=0.20; ciclos~3.0";30.87;31.32;2291;0.1479;0.0754;3.4;2.6;contacto débil / baja perfusión;confirmada;70;70;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[NaN, 71.9982268730268, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384;2026-06-09;12:22:55;configurations;toma con tabla personalizada de configuraciones;CONFIG 02 - B5F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1143;26.713;39.76;66.5;66.3;67.4;66.3;83.1;buena;99.7;0.40969;11.2;67;"experimental: pico lento 11.2 resp/min; dominancia=1.39; banda=0.95; ciclos~5.0";30.86;30.81;2272;0.0862;0.0353;0.0;0.0;contacto débil / baja perfusión;confirmada;70;65;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[65.26645855987279, 66.7505550965742, 67.4550849188671];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384;2026-06-09;12:22:55;configurations;toma con tabla personalizada de configuraciones;CONFIG 03 - B3F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1142;21.350;39.76;64.7;64.5;65.2;64.5;27.2;dudosa;99.8;0.39614;11.3;61;"experimental: pico lento 11.3 resp/min; dominancia=1.37; banda=0.98; ciclos~4.0";30.93;31.10;2283;0.0760;0.0301;20.0;0.9;contacto débil / baja perfusión;confirmada;65;65;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[NaN, 63.20841077019043, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG003_CONFIG_03_-_B3F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384;2026-06-09;12:22:55;configurations;toma con tabla personalizada de configuraciones;CONFIG 04 - B5/3F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1143;26.591;38.77;69.7;71.7;68.7;67.4;47.0;aceptable;98.8;0.49423;9.2;61;"experimental: pico lento 9.2 resp/min; dominancia=1.23; banda=0.93; ciclos~4.0";30.90;31.16;2285;0.0925;0.0457;2.9;0.7;contacto débil / baja perfusión;confirmada;65;68;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG004_CONFIG_04_-_B5_3F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384;2026-06-09;12:22:55;configurations;toma con tabla personalizada de configuraciones;CONFIG 05 - B1F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1143;26.713;34.78;54.6;;54.6;181.1;17.3;dudosa;97.8;0.55579;;0;respiracion experimental no estimable: toma menor de 20 s;30.95;31.64;2303;0.5693;0.3164;12.5;6.7;contacto útil;confirmada;68;66;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG005_CONFIG_05_-_B1F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634;2026-06-09;12:22:56;configurations;toma con tabla personalizada de configuraciones;CONFIG 06 - B3/1F_AVG4_ADC1634;BLOQUE_COMPLETADO;30.0;1142;26.681;36.06;47.2;;47.2;180.3;30.0;dudosa;99.1;0.47309;11.2;68;"experimental: pico lento 11.2 resp/min; dominancia=1.40; banda=0.99; ciclos~5.0";31.49;31.88;2312;0.5285;0.2500;9.3;7.5;contacto útil;confirmada;66;60;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634.json;sensor_config_20260609_122219.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG006_CONFIG_06_-_B3_1F_AVG4_ADC1634.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384;2026-06-09;12:22:56;configurations;toma con tabla personalizada de configuraciones;CONFIG 07 - B1/3F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1142;26.682;38.04;64.3;64.3;65.1;179.5;31.6;dudosa;99.3;0.46096;6.7;54;"experimental: pico lento 6.7 resp/min; dominancia=1.46; banda=0.80; ciclos~3.0";31.56;31.80;2309;0.2829;0.1304;4.3;5.6;contacto útil;confirmada;60;62;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384.json;sensor_config_20260609_122219.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_121839_CFG007_CONFIG_07_-_B1_3F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;2026-06-09;12:40:14;configurations;toma con tabla personalizada de configuraciones;CONFIG 01 - B7F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1144;21.428;35.80;68.0;68.0;71.5;179.2;0.1;dudosa;98.9;0.49289;8.6;55;"experimental: pico lento 8.6 resp/min; dominancia=2.33; banda=0.74; ciclos~3.0";30.46;29.33;2216;0.0710;0.0350;27.8;4.9;contacto débil / baja perfusión;confirmada;68;65;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.json;sensor_config_20260609_123940.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384.csv
BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384;2026-06-09;12:40:14;configurations;toma con tabla personalizada de configuraciones;CONFIG 02 - B5F_AVG4_ADC16384;BLOQUE_COMPLETADO;30.0;1144;26.729;35.99;70.8;71.4;69.6;181.6;56.6;aceptable;97.4;0.57441;9.0;62;"experimental: pico lento 9.0 resp/min; dominancia=1.02; banda=0.99; ciclos~4.0";30.39;30.97;2278;0.0983;0.0565;9.5;7.5;contacto débil / baja perfusión;confirmada;65;65;;raw_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv;proc_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv;plot_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.png;;summary_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.json;sensor_config_20260609_123940.json;[NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_7CFG_SIN_CROTAL_20260609_123429_CFG002_CONFIG_02_-_B5F_AVG4_ADC16384.csv
